"SriLanka_creole","phonetic_transcription","Portuguese_definition","English_definition","pos","Related_languages","pt_related annotations","sources","original_full_entry","original_Portuguese_definition","original_linguistic_notes","page"
"Consecrá","konsekɾaː","consagrar","consacrate","verb","English",,,"Consecrá, consagrar. Con-secração, consagração, sa-gração. — Infl. do ingl. to con-sacrate.","consagrar",,145
"Consecração","konsekɾasaːo","consagração","consecration","noun",,,,,"consagração",,
"Conselà","konselaː","consolar","console","verb",,,,"Conselà, consolar. Con-selação, consalação, consolação. Conseledor, consolador.","consolar",,145
"Conselação","konselasaːo","consolação","consolation","noun",,,,,"consolação",,
"consalação","konsalasaːo","consolação","consolation","noun",,,,,"consolação",,
"Conselador","konseladoɾ","consolador","consoling","noun",,,,,"consolador",,
"Conselyo","konselʲo","conselho","advice","noun",,,"O Bruffador, i periódico","Conseljo, conselho. Conse-Iharo {Br. i), conselhéro, con-","conselho",,145
"Conselharo","konseʎaɾo","conselheiro","counselor","noun",,,,"seleiro, conselheiro. Cfr. Jiljo, oljo; artilháris.","conselheiro",,146
"conselhéro","konseʎeːɾo","conselheiro","counselor","noun",,,,"seleiro, conselheiro. Cfr. Jiljo, oljo; artilháris.","conselheiro",,146
"conseleiro","konseleiɾo","conselheiro","counselor","noun",,,,"seleiro, conselheiro. Cfr. Jiljo, oljo; artilháris.","conselheiro",,146
"Consente","konsente","consenso, acordo","agreement","noun","English",,"Novo testamento","Consente {N. 7"".), consenso, accordo. — Ingl. consent.","consenso, acordo",,146
"Consequences","konsekenses","consequências","consequences","noun","English",,,"Consequences, consequências. — Infl. do ingl. ?","consequências",,146
"Consistá","konsistaː","consistir","consist","verb",,,,"Consista, consistir.","consistir",,146
"Constrangà","konstɾangaː","constranger","constrain","verb",,,,"Constrangà, (A^. Tl), constranger (desus.).","constranger",,146
"Constructado","konstɾuktado","construido","constructed","adjective","English",,,"Constructado {Br. 2), con-struido. — Ingl. constructed.","construido",,146
"Consuma","konsuma","consumpção, tísica","consumption","noun",,,,"Consuma, consumpção, ti-sica. Cfr. confesso, bén^a.","consumpção, tisica",,146
"Conta-papel","konta papel","papel de conta","bill","noun",,,,"Conta-papel, papel de conta. Mais us. bill.","papel de conta",,146
"Contendo","kontendo","conteúdo","contents","noun","English",,,"Contendo, conteúdo. — Do ingl. contents.","conteúdo",,146
"Contentado","kontentado","contente","glad","adjective",,,,"Contentado, contente. Cfr. alegrado.","contente",,146
"Conter","konteɾ","contra","against","preposition",,,,"Conter (fórm. mod.), contra.","contra","forma moderna",146
"Contino","kontino","contínuo","continuous","adjective","English",,,"Contino, continuai, continuo. Continualmente, continuamente. — Contino: port. arch. e dial. Continuai: ingl.","continuo",,146
"continual","kontinual","contínuo","continual","adjective","English",,,"Contino, continuai, continuo. Continualmente, continuamente. — Contino: port. arch. e dial. Continuai: ingl.","continuo",,146
"Continualmente","kontinualmente","continuamente","continuously","adverb",,,,,"continuamente",,
"Contradizão","kontɾadizaːo","contradição","contradiction","noun",,,,"Contradizão, contradiza, contradicção. — De contradisse.","contradicção",,146
"contradiza","kontɾadiza","contradição","contradiction","noun",,,,"Contradizão, contradiza, contradicção. — De contradisse.","contradicção",,146
"Contrairo","kontɾaiɾo","contrário","contrary","noun",,"Old Portuguese",,"Contrairo, contrario. — Port. arch.","contrario",,146
"Contriá","kontɾiaː","contrariar, contradizer","contradict","verb",,,,"Contriá, contrariar, contradizer. Contriação, contradicção; discussão, debate.","contrariar, contradizer",,146
"Contriação","kontɾiasaːo","contradição, discussão, debate","contradiction, discussion, debate","noun",,,,,"contradicção, discussão, debate",,
"Conversão","konʋeɾsaːo","conversação","conversation","noun",,,,"Conversão, conversação.— De conversa -\- ão. Cfr. decla-rão.","conversação",,146
"Convertà","konʋeɾtaː","converter","convert","verb",,,,"Converta, converter. Con-vertação, convertesan (C. A.), conversão. Cfr. perverta.","converter",,146
"Convertação","konʋeɾtasaːo","conversão","conversion","noun",,,,,"conversão",,
"Convidação","konʋidasaːo","convite","invitation","noun",,,,"Convidação, convite. V. co-MíD.Í. Cfr. cuidação.","convite",,146
"Convinçà","konʋinsaː","convencer","convince","verb",,,,"Convinçà, convencer.","convencer",,146
"Copa","kopa","copo, xícara, chávena","cup","noun",,,,"Copa, cope (p. us.), copo; chicara, chávena.  Copa-tea,","copo; chicara, chávena","pouco usado",146
"cope","kope","copo, xícara, chávena","cup","noun",,,,"Copa, cope (p. us.), copo; chicara, chávena.  Copa-tea,","copo; chicara, chávena","pouco usado",146
"Copa-ti","kopa ti","chávena de chá","tea cup","noun","English",,,"chávena de chá. — Infl. do ingl. na signif. Cope, copi: dial. no cont.","chávena de chá",,146
"Copra","kopɾa","miolo do coco seco","dry coconut kernels","noun",,,,"Copra, miolo do coco secco. Comm.—Prakdo sansk. IpqT","miolo do coco secco",,146
"Copy","kopi","cópia, exemplar","copy","noun","English",,,"Copy, copia, exemplar. — Ingl.","copia, exemplar",,146
"Coragè","koɾad̠ʒeː","coragem","courage","noun",,,,"Coragè, corajo (mais us.), courajo, coragem. Corage-mente, corajosamente. Cfr. imajo, viajo; boventademente.","coragem",,146
"corajo","koɾad̠ʒo","coragem","courage","noun",,,,"Coragè, corajo (mais us.), courajo, coragem. Corage-mente, corajosamente. Cfr. imajo, viajo; boventademente.","coragem",,146
"courajo","kouɾad̠ʒo","coragem","courage","noun",,,,"Coragè, corajo (mais us.), courajo, coragem. Corage-mente, corajosamente. Cfr. imajo, viajo; boventademente.","coragem",,146
"Coragemente","koɾad̠ʒemente","corajosamente","boldly","adverb",,,,,"corajosamente",,
"Cordà","koɾdaː","acordar","agree","verb","Macao creole",,,"Corda, cordiá (C, de N.), accordar. Dial. mac.","accordar",,146
"cordià","koɾdiaː","acordar","agree","verb","Macao creole",,,"Corda, cordiá (C, de N.), accordar. Dial. mac.","accordar",,146
"Cordè","koɾdeː","corda","rope","noun",,,,"Cordè, corda (t. us.).","corda",,146
"Cores","koɾes","correias","straps","noun",,,,"Cores, correias.","correias",,146
"Coresmo","koɾezmo","quaresma","lent","noun",,,,"Coresmo, quaresma.","quaresma",,146
"Corovà","koɾoʋaː","coroar","crown","verb",,,,"Corovà, coroar. Corovè, coroa. Cfr. perdová.","coroar",,146
"Corovè","koɾoʋeː","coroa","crown","noun",,,,,"coroa",,
"Correctà","korektaː","corrigir","correct","verb","English",,,"Correcta, corrigá (C. A.)^ corrigir. — Ingl. to correct.","corrigir",,146
"corrigá","korigaː","corrigir","correct","verb","English",,,"Correcta, corrigá (C. A.)^ corrigir. — Ingl. to correct.","corrigir",,146
"Correição","koreisaːo","correção","correction","noun",,"Old Portuguese",,"Correição, correcção. — Port. arch.","correcção",,146
"Correntè","korenteː","quarenta","forty","numeral",,,,"Corrente, currento, quarenta.","quarenta",,146
"currento","kurento","quarenta","forty","numeral",,,,"Corrente, currento, quarenta.","quarenta",,146
"Corruptido","koruptido","corrupto","corrupt","noun",,,,"Corruptido, corrupto. Cfr. confusado.","corrupto",,146
"Côrto","koːɾto","curto","short","adjective",,,,"Corto, curto. Cfr. sôrdo: Dial. beirões, v.","curto",,146
"Cósse","koːse","coice","kickback","noun",,,,"Cósse, couce. Cossià, cou-cear; recalcitrar.","couce",,146
"Cossià","kosiaː","coicear, recalcitrar","kickback, recalcitrate","verb",,,,,"coucear"," recalcitrar",
"Cossér","koseːɾ","coceira","itchy","noun",,,,"Cossér, coceira.","coceira",,146
"Costa","kosta","custar","custar","verb",,,,"Costa, custar.","custar",,146
"Couraço","kouɾaso","couraça","breastplate","noun",,,,"Couraço, couraça.","couraça",,146
"Kôrt","koːɾt","corte, tribunal","court","noun","English","All Portuguese-based creoles of India",,"Court (pron. côrt)^ corte, tribunal. Comm. — Court: ingl.","corte, tribunal",,147
"Cóusus","koːuzus","coisas","things","noun","Macao creole",,,"Cóusus (p. us.), cousès (p. us.), cousas. Dial. mac. cosu.","coisas","pouco usado",147
"cousès","kouzeːs","coisas","things","noun","Macao creole",,,"Cóusus (p. us.), cousès (p. us.), cousas. Dial. mac. cosu.","coisas","pouco usado",147
"Cóver","koːʋeɾ","capa do livro","book cover","noun","English",,,"Cóver, capa do livro. — Ingl.","capa do livro",,147
"Covodo","koʋodo","côvado","cubit","noun",,"Dialectal Portuguese",,"Covodo, covido (A^. T"".), covado. — Covodo : port. Dialetal Portuguese. Azurara tem covedo.","covado",,147
"covido","koʋido","côvado","cubit","noun",,"Dialectal Portuguese",,"Covodo, covido (A^. T"".), covado. — Covodo : port. Dialetal Portuguese. Azurara tem covedo.","covado",,147
"Creditor","kɾeditoɾ","credor","creditor","noun","English",,,"Creditor, credor. — Ingl.","credor",,147
"Crem","kɾem","crer","believe","verb",,,,"Crem {Br. 2), crer. — Con-trac. de creio em.","crer",,147
"Crescentà","kɾesentaː","acrescentar","append","verb","Macao creole",,,"Crescentà, criscentá, ac-crescentar; augmentar (desus.). Crescentemento, crescento (mais us.), accrescentamento. Crescentá: dial. mac.","acrescentar",,147
"criscentá","kɾisentaː","acrescentar","append","verb","Macao creole",,,"Crescentà, criscentá, ac-crescentar; augmentar (desus.). Crescentemento, crescento (mais us.), accrescentamento. Crescentá: dial. mac.","acrescentar",,147
"Criançè","kɾianseː","criança","child","noun",,"Dialectal Portuguese",,"Criançè, criença, crean-ça. — Criença: port. Dialetal Portuguese.","criança",,147
"criença","kɾiensa","criança","child","noun",,"Dialectal Portuguese",,"Criançè, criença, crean-ça. — Criença: port. Dialetal Portuguese.","criança",,147
"Criminal","kɾiminal","criminoso","criminal","noun","English",,,"Criminal, criminoso. — Do ingl.?","criminoso",,147
"Criscé","kɾiseː","crescer","grow up","verb",,,,"Criscé, crise, crescer.","crescer",,147
"crisé","kɾizeː","crescer","grow up","verb",,,,"Criscé, crise, crescer.","crescer",,147
"Crucifigà","kɾusifigaː","crucificar","crucify","verb",,,,"Crucifigà, (C. A.)^ crucificar.","crucificar",,147
"Cruveldade","kɾuʋeldade","crueldade","cruelty","noun",,,,"Oruveldade, crueldade (t. us.). Gfr. corovè.","crueldade",,147
"Cubicè","kubiseː","cobiça","greed","noun",,,,"Cubicè, cubico, cobiça. T. cobiço.","cobiça",,147
"cubiço","kubiso","cobiça","greed","noun",,,,"Cubicè, cubico, cobiça. T. cobiço.","cobiça",,147
"Kuda","kuda","ninho","nest","noun","Sinhala, Tamil",,,"Cuda (pron. kúda), cudo, ninho ; gaiola ; alcofa, cesto. — Singl. g^, cTí^q ou atx^H {kúdé, kúdava ou kãdaya\ tam. dh.(^ {kúdu).","ninho",,147
"Cuidade","kuidade","cuidado","caution","noun",,"Old Portuguese",,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.","cuidado",,147
"cuidação","kuidasaːo","cuidado","caution","noun",,"Old Portuguese",,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.","cuidado",,147
"cuidança","kuidansa","cuidado","caution","noun",,"Old Portuguese",,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.","cuidado",,147
"cuidancè","kuidanseː","cuidado","caution","noun",,"Old Portuguese",,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.","cuidado",,147
"Cuidadomente","kuidadomente","cuidadosamente","carefully","adverb",,,,,"cuidadosamente",,
"cuidademente","kuidademente","cuidadosamente","carefully","adverb",,,,,"cuidadosamente",,
"Cujéra","kud̠ʒeːɾa","colher","spoon","verb",,,,"Cujéra, colher. Cfr. travajo; mára, vagara.","colher",,147
"Cale","kale","jornaleiro, mariola","day labourer","noun","Konkani, Macao creole, Sinhala, Tamil","All Portuguese-based creoles of India",,"Cale, cúli, jornaleiro, mariola. Comm. Dial. mac.T. indo-ingl. (cooly). — Sing. oníri-ohl^ 6( {kulikâraya)^ tam. aii.C^(UJ€W {kúliyâl), konk.","jornaleiro, mariola",,147
"cúli","kuːli","jornaleiro, mariola","day labourer","noun","Konkani, Macao creole, Sinhala, Tamil","All Portuguese-based creoles of India",,"Cale, cúli, jornaleiro, mariola. Comm. Dial. mac.T. indo-ingl. (cooly). — Sing. oníri-ohl^ 6( {kulikâraya)^ tam. aii.C^(UJ€W {kúliyâl), konk.","jornaleiro, mariola",,147
"Culpador","kulpadoɾ","culpado","guilty","noun",,,,"Culpador, culpado.","culpado",,147
"Cum","kum","com","with","preposition",,,,"Cum, com (mais us.).","com",,147
"Cumaso","kumazo","começo","beginning","noun",,,"Istori de San Clear","Cumaso {S. C), começo. Mais us. começa.","começo",,147
"Cum'sá","kuməsaː","começar","begin","verb","Capeverdean creole",,,"Cum'sá, começar. Cum'sa-vè (poet.), começava. Dial. cab. cumçá.","começar",,147
"Cupá","kupaː","ocupar","occupy","verb",,,,"Cupã,, occupar. Cupação, occupação. Cfr. casião.","occupar",,147
"Cupação","kupasaːo","ocupação","occupation.","noun",,,,,"occupação",,
"Curá","kuɾaː","correr","run","verb",,,,"Cura {Br. i), correr.","correr",,147
"Cural","kuɾal","curral","enclosure","noun",,,,"Curai, curral.","curral",,147
"Curavè","kuɾaʋeː","curava, curar","healed, heal","verb",,,,"Curavè (poet.), curava; curar.","curava, curar","poético",147
"Curtezia","kuɾtezia","cortesia","courtesy","noun",,,,"Curtezia, cortezia.","cortezia",,147
"Cusá","kuzaː","coser","sew","verb",,,,"Cusá, coser.","coser",,147
"Cúsa","kuːza","cousa","thing","noun","Macao creole",,,"Cúsa {Br. i), cousa. Dial. mac. Cfr. cusas em Viterbo.","cousa",,147
"Cúspi","kuːspi","cuspo","spit","noun","Macao creole",,,"Cuspi, cóspi (p. us.), cuspo. Cuspi: dial. mac. Cfr. prósmi.","cuspo","pouco usado",147
"cóspi","koːspi","cuspo","spit","noun","Macao creole",,,"Cuspi, cóspi (p. us.), cuspo. Cuspi: dial. mac. Cfr. prósmi.","cuspo","pouco usado",147
"Custúma","kustuːma","costume","custom","noun","Marathi",,,"Custúma, custumo, costume. Customà, costumar.","costume",,147
"custumo","kustumo","costume","custom","noun","Marathi",,,"Custúma, custumo, costume. Customà, costumar.","costume",,147
"Customà","kustomaː","costumar","use to","verb",,,,,"costumar",,
"Dace","dase","gravata","tie","noun","Dutch",,,"Daoe, gravata. — Holl. das. Dàlhi, dàlji, dàhi, dàji, dar","gravata",,147
"Dàlhi","daːʎi","dar em, bater, espancar","give, hit, spank","verb","Cochin creole",,,,"dar em, bater, espancar",,
"dàlyi","daːlʲi","dar em, bater, espancar","give, hit, spank","verb","Cochin creole",,,,"dar em, bater, espancar",,
"dàhi","daːi","dar em, bater, espancar","give, hit, spank","verb","Cochin creole",,,,"dar em, bater, espancar",,
"dàji","daːd̠ʒi","dar em, bater, espancar","give, hit, spank","verb","Cochin creole",,,,"dar em, bater, espancar",,
"Dádimo","daːdimo","dádiva","gift","noun",,,,"Dádimo, dadiva. P. us. V.  em, bater, espancar. Dahido, SAGoa creoleTE. espancado. Dial. coch. dali.","dadiva","pouco usado",147
"Danà","danaː","causar dano","damage","verb",,,,"Dana, causar damno, damni-","causar dano",,148
"Danação","danasaːo","danificação","damage","noun",,,,"ficar. Danação, damnificação. Dial. cab. — Port. arch. damnar.","danificação",,148
"Danaficà","danafikaː","danificar","damage","verb",,,,"Danaflcà, damnificar. Dana-","danificar",,148
"Danaficação","danafikasaːo","danificação","damage","noun",,,,"ficação, damnificação.","danificação",,148
"Dandy","dandi","janota","dandy","noun","English",,,"Dandy, «dandy«, janota. — Ingl.","janota",,148
"Darté","daɾteː","derreter","melt","verb",,,,"Dartê, derté (C /!.), derreter. Corr. norm. Cfr. carta.","derreter",,148
"derté","deɾteː","derreter","melt","verb",,,,"Dartê, derté (C /!.), derreter. Corr. norm. Cfr. carta.","derreter",,148
"Dar-tomars","daɾ tomaɾs","trato, correspondência","tract, correspondence","noun","English",,,"Dar-tomars, dares e tomares: trato, correspondência. Dé, de; desde; por. Decémber,  dezembro. — Ingl.","trato, correspondência",,148
"Decémber","deseːmbeɾ","dezembro","december","noun","English",,,,"dezembro",,
"De-ceos-visitador","de seos ʋizitadoɾ","visitador vindo do céu","visitor from heaven","noun",,,,"De-ceos-visiíador, visitador vindo do céo.","visitador vindo do céo",,148
"Dè","deː","de, desde, por","of, since, by","preposition",,,,,"de, desde, por",,
"Dedia","dedia","dia","day","noun",,,,,"dia",,
"Dek","dek","coberta do navio","ship deck","noun","English",,,"Deck, coberta do navio. — Ingl. Declarão, declaração (t.us.). Dedia, dia (t. us.). Cfr. alarde, impe.","coberta do navio",,148
