word,IPA,TRSVG,TRSVG_split,CV
pidoso,pidozo,TVTVSV,TV.TV.SV,CV.CV.CV
piatória,piatoːɾia,TVVTVRVV,TV.V.TV.RV.V,CV.V.CV.CV.V
piatóri,piatoːɾi,TVVTVRV,TV.V.TV.RV,CV.V.CV.CV
pidé,pideː,TVTV,TV.TV,CV.CV
pill,pil,TVR,TVR,CVC
pilgrima,pilgɾima,TVRTRVRV,TVR.TRV.RV,CVC.CCV.CV
pinchà,pint̠ʃaː,TVRTV,TVR.TV,CVC.CV
pindurá,pinduɾaː,TVRTVRV,TVR.TV.RV,CVC.CV.CV
pindrado,pindɾado,TVRTRVTV,TVR.TRV.TV,CVC.CCV.CV
pinhor,piɲoɾ,TVRVR,TV.RVR,CV.CVC
pintador,pintadoɾ,TVRTVTVR,TVR.TV.TVR,CVC.CV.CVC
paip,paip,TVVT,TV.V.T,CV.V.C
piquin,pikin,TVTVR,TV.TVR,CV.CVC
pirigo,piɾigo,TVRVTV,TV.RV.TV,CV.CV.CV
pirigá,piɾigaː,TVRVTV,TV.RV.TV,CV.CV.CV
piregoso,piɾegozo,TVRVTVSV,TV.RV.TV.SV,CV.CV.CV.CV
piscôs,piskoːs,TVSTVS,TVS.TVS,CVC.CVC
pisinhoto,piziɲoto,TVSVRVTV,TV.SV.RV.TV,CV.CV.CV.CV
pistól,pistoːl,TVSTVR,TVS.TVR,CVC.CVC
plaga,plaga,TRVTV,TRV.TV,CCV.CV
plágu,plaːgu,TRVTV,TRV.TV,CCV.CV
plein,plein,TRVGR,TRVGR,CCVVC
plan,plan,TRVR,TRVR,CCVC
plánchè,plaːnt̠ʃeː,TRVRTV,TRVR.TV,CCVC.CV
planétè,planeːteː,TRVRVTV,TRV.RV.TV,CCV.CV.CV
plat,plat,TRVT,TRV.T,CCV.C
plein,plein,TRVGR,TRVGR,CCVVC
plenári,plenaːɾi,TRVRVRV,TRV.RVRV,CCV.CVCV
plenidão,plenidaːo,TRVRVTVV,TRV.RV.TV.V,CCV.CV.CV.V
ploi,ploj,TRVR,TRVR,CCVC
póbir,poːbiɾ,TVTVR,TV.TVR,CV.CVC
póco,poːko,TVTV,TV.TV,CV.CV
podéra,podeːɾa,TVTVRV,TV.TV.RV,CV.CV.CV
pódeser,poːdezeɾ,TVTVSVR,TV.TV.SVR,CV.CV.CVC
pódiser,poːdizeɾ,TVTVSVR,TV.TV.SVR,CV.CV.CVC
podricé,podɾiseː,TVTRVSV,TV.TRV.SV,CV.CCV.CV
podre cido,podɾe sido,TVTRV SVTV,TV.TRV SV.TV,CV.CCV CV.CV
po'e,poəe,TVVV,TV.VV,CV.VV
poi,poj,TVR,TVR,CVC
polvito,polʋito,TVRTVTV,TVR.TV.TV,CVC.CV.CV
polvito boceta,polʋito boseta,TVRTVTV TVSVTV,TVR.TV.TV TV.SV.TV,CVC.CV.CV CV.CV.CV
pompôria,pompoːɾia,TVRTVRVV,TVR.TV.RV.V,CVC.CV.CV.V
pompôri,pompoːɾi,TVRTVRV,TVR.TV.RV,CVC.CV.CV
pontá,pontaː,TVRTV,TVR.TV,CVC.CV
ponto,ponto,TVRTV,TVR.TV,CVC.CV
pontè,ponteː,TVRTV,TVR.TV,CVC.CV
porcadade,poɾkadade,TVRTVTVTV,TVR.TV.TV.TV,CVC.CV.CV.CV
poristo,poɾisto,TVRVSTV,TV.RVS.TV,CV.CVC.CV
porta rua,poɾta ɾua,TVRTV RVV,TVR.TV RV.V,CVC.CV CV.V
portugueza,poɾtugeza,TVRTVTVSV,TVR.TV.TV.SV,CVC.CV.CV.CV
possebé,posebeː,TVSVTV,TV.SV.TV,CV.CV.CV
possibé,posibeː,TVSVTV,TV.SV.TV,CV.CV.CV
pos suibé,pos suibeː,TVS SVVTV,TVS SV.V.TV,CVC CV.V.CV
possessá,posesaː,TVSVSV,TV.SV.SV,CV.CV.CV
póssia,poːsia,TVSVV,TV.SV.V,CV.CV.V
pótar,poːtaɾ,TVTVR,TV.TVR,CV.CVC
pouches,pout̠ʃes,TVGTVS,TVG.TVS,CVV.CVC
póuchis,poːut̠ʃis,TVVTVS,TV.V.TVS,CV.V.CVC
pouco idade,pouko idade,TVGTV VTVTV,TVG.TV V.TV.TV,CVV.CV V.CV.CV
póvès,poːʋeːs,TVTVS,TV.TVS,CV.CVC
povoção,poʋosaːo,TVTVSVV,TV.TV.SV.V,CV.CV.CV.V
povesan,poʋezan,TVTVSVR,TV.TV.SVR,CV.CV.CVC
praino,pɾaino,TRVVRV,TRV.V.RV,CCV.V.CV
prandè,pɾandeː,TRVRTV,TRVR.TV,CCVC.CV
pranta,pɾanta,TRVRTV,TRVR.TV,CCVC.CV
prato,pɾato,TRVTV,TRV.TV,CCV.CV
prazero,pɾazeɾo,TRVSVRV,TRV.SV.RV,CCV.CV.CV
prazeiro,pɾazeiɾo,TRVSVGRV,TRV.SVG.RV,CCV.CVV.CV
predicá,pɾedikaː,TRVTVTV,TRV.TV.TV,CCV.CV.CV
predicação,pɾedikasaːo,TRVTVTVSVV,TRV.TV.TV.SV.V,CCV.CV.CV.CV.V
pregação horas,pɾegasaːo oɾas,TRVTVSVV VRVS,TRV.TV.SV.V V.RVS,CCV.CV.CV.V V.CVC
pregoá,pɾegoaː,TRVTVV,TRV.TV.V,CCV.CV.V
preguador,pɾeguadoɾ,TRVTVVTVR,TRV.TV.V.TVR,CCV.CV.V.CVC
preguècè,pɾegeːseː,TRVTVSV,TRV.TV.SV,CCV.CV.CV
premeiro,pɾemeiɾo,TRVRVGRV,TRV.RVG.RV,CCV.CVV.CV
premesso,pɾemeso,TRVRVSV,TRV.RV.SV,CCV.CV.CV
primeiço,pɾimeiso,TRVRVGSV,TRV.RVG.SV,CCV.CVV.CV
pri meço,pɾi meso,TRV RVSV,TRV RV.SV,CCV CV.CV
prendé,pɾendeː,TRVRTV,TRVR.TV,CCVC.CV
prendá,pɾendaː,TRVRTV,TRVR.TV,CCVC.CV
prandé,pɾandeː,TRVRTV,TRVR.TV,CCVC.CV
prendo,pɾendo,TRVRTV,TRVR.TV,CCVC.CV
prendá,pɾendaː,TRVRTV,TRVR.TV,CCVC.CV
prénha,pɾeːɲa,TRVRV,TRV.RV,CCV.CV
prenhe,pɾeɲe,TRVRV,TRV.RV,CCV.CV
prensa,pɾensa,TRVRSV,TRVR.SV,CCVC.CV
prenso,pɾenso,TRVRSV,TRVR.SV,CCVC.CV
preperá,pɾepeɾaː,TRVTVRV,TRV.TV.RV,CCV.CV.CV
presa,pɾeza,TRVSV,TRV.SV,CCV.CV
presado,pɾezado,TRVSVTV,TRV.SV.TV,CCV.CV.CV
preso,pɾezo,TRVSV,TRV.SV,CCV.CV
preso casa,pɾezo kaza,TRVSV TVSV,TRV.SV TV.SV,CCV.CV CV.CV
preséncia,pɾezeːnsia,TRVSVRSVV,TRV.SVR.SV.V,CCV.CVC.CV.V
presènci,pɾezeːnsi,TRVSVRSV,TRV.SVR.SV,CCV.CVC.CV
preso,pɾezo,TRVSV,TRV.SV,CCV.CV
prezo,pɾezo,TRVSV,TRV.SV,CCV.CV
présta,pɾeːsta,TRVSTV,TRVS.TV,CCVC.CV
prestamente,pɾestamente,TRVSTVRVRTV,TRVS.TV.RVR.TV,CCVC.CV.CVC.CV
preste,pɾeste,TRVSTV,TRVS.TV,CCVC.CV
prestemente,pɾestemente,TRVSTVRVRTV,TRVS.TV.RVR.TV,CCVC.CV.CVC.CV
prestado,pɾestado,TRVSTVTV,TRVS.TV.TV,CCVC.CV.CV
prestadomente,pɾestadomente,TRVSTVTVRVRTV,TRVS.TV.TV.RVR.TV,CCVC.CV.CV.CVC.CV
prestè,pɾesteː,TRVSTV,TRVS.TV,CCVC.CV
prestá,pɾestaː,TRVSTV,TRVS.TV,CCVC.CV
présta,pɾeːsta,TRVSTV,TRVS.TV,CCVC.CV
prestado,pɾestado,TRVSTVTV,TRVS.TV.TV,CCVC.CV.CV
prestade,pɾestade,TRVSTVTV,TRVS.TV.TV,CCVC.CV.CV
prestança,pɾestansa,TRVSTVRSV,TRVS.TVR.SV,CCVC.CVC.CV
preténcia,pɾeteːnsia,TRVTVRSVV,TRV.TVR.SV.V,CCV.CVC.CV.V
prevalá,pɾeʋalaː,TRVTVRV,TRV.TV.RV,CCV.CV.CV
prevalência,pɾeʋaleːnsia,TRVTVRVRSVV,TRV.TV.RVR.SV.V,CCV.CV.CVC.CV.V
primacia,pɾimasia,TRVRVSVV,TRV.RV.SV.V,CCV.CV.CV.V
priméro,pɾimeːɾo,TRVRVRV,TRV.RVRV,CCV.CVCV
primeté,pɾimeteː,TRVRVTV,TRV.RV.TV,CCV.CV.CV
primité,pɾimiteː,TRVRVTV,TRV.RV.TV,CCV.CV.CV
primitá,pɾimitaː,TRVRVTV,TRV.RV.TV,CCV.CV.CV
premitido,pɾemitido,TRVRVTVTV,TRV.RV.TV.TV,CCV.CV.CV.CV
primo,pɾimo,TRVRV,TRV.RV,CCV.CV
primo ferido,pɾimo feɾido,TRVRV TVRVTV,TRV.RV TV.RV.TV,CCV.CV CV.CV.CV
princézè,pɾinseːzeː,TRVRSVSV,TRVR.SV.SV,CCVC.CV.CV
principal,pɾinsipal,TRVRSVTVR,TRVR.SV.TVR,CCVC.CV.CVC
principalidado,pɾinsipalidado,TRVRSVTVRVTVTV,TRVR.SV.TV.RV.TV.TV,CCVC.CV.CV.CV.CV.CV
prinspo,pɾinspo,TRVRSTV,TRVRS.TV,CCVCC.CV
prenspo,pɾenspo,TRVRSTV,TRVRS.TV,CCVCC.CV
prisoneiro,pɾizoneiɾo,TRVSVRVGRV,TRV.SV.RVG.RV,CCV.CV.CVV.CV
pristè,pɾisteː,TRVSTV,TRVS.TV,CCVC.CV
privilézia,pɾiʋileːzia,TRVTVRVSVV,TRV.TV.RV.SV.V,CCV.CV.CV.CV.V
privilézè,pɾiʋileːzeː,TRVTVRVSV,TRV.TV.RV.SV,CCV.CV.CV.CV
produzé,pɾoduzeː,TRVTVSV,TRV.TV.SV,CCV.CV.CV
producé,pɾoduseː,TRVTVSV,TRV.TV.SV,CCV.CV.CV
professão,pɾofesaːo,TRVTVSVV,TRV.TV.SV.V,CCV.CV.CV.V
profundura,pɾofunduɾa,TRVTVRTVRV,TRV.TVR.TV.RV,CCV.CVC.CV.CV
propheciá,pɾofesiaː,TRVTVSVV,TRV.TV.SV.V,CCV.CV.CV.V
propheto,pɾofeto,TRVTVTV,TRV.TV.TV,CCV.CV.CV
própi,pɾoːpi,TRVTV,TRV.TV,CCV.CV
proposá,pɾopozaː,TRVTVSV,TRV.TV.SV,CCV.CV.CV
propôsal,pɾopoːzal,TRVTVSVR,TRV.TV.SVR,CCV.CV.CVC
prósimo,pɾoːzimo,TRVSVRV,TRV.SV.RV,CCV.CV.CV
prózimo,pɾoːzimo,TRVSVRV,TRV.SV.RV,CCV.CV.CV
prosmo,pɾozmo,TRVSRV,TRVS.RV,CCVC.CV
prósmi,pɾoːzmi,TRVSRV,TRVS.RV,CCVC.CV
prostratá,pɾostɾataː,TRVSTRVTV,TRVS.TRV.TV,CCVC.CCV.CV
protectá,pɾotektaː,TRVTVTTV,TRV.TV.T.TV,CCV.CV.C.CV
provéita,pɾoʋeːjta,TRVTVRTV,TRV.TVR.TV,CCV.CVC.CV
proveitá,pɾoʋeitaː,TRVTVGTV,TRV.TVG.TV,CCV.CVV.CV
pruveitá,pɾuʋeitaː,TRVTVGTV,TRV.TVG.TV,CCV.CVV.CV
proveitação,pɾoʋeitasaːo,TRVTVGTVSVV,TRV.TVG.TV.SV.V,CCV.CVV.CV.CV.V
pruffia,pɾufia,TRVTVV,TRV.TV.V,CCV.CV.V
profia,pɾofia,TRVTVV,TRV.TV.V,CCV.CV.V
pruffiá,pɾufiaː,TRVTVV,TRV.TV.V,CCV.CV.V
pruffiador,pɾufiadoɾ,TRVTVVTVR,TRV.TV.V.TVR,CCV.CV.V.CVC
prugunta,pɾugunta,TRVTVRTV,TRV.TVR.TV,CCV.CVC.CV
prunta,pɾunta,TRVRTV,TRVR.TV,CCVC.CV
pruntè,pɾunteː,TRVRTV,TRVR.TV,CCVC.CV
prunto,pɾunto,TRVRTV,TRVR.TV,CCVC.CV
pruguntá,pɾuguntaː,TRVTVRTV,TRV.TVR.TV,CCV.CVC.CV
pruntá,pɾuntaː,TRVRTV,TRVR.TV,CCVC.CV
pruvá,pɾuʋaː,TRVTV,TRV.TV,CCV.CV
prouvá,pɾouʋaː,TRVGTV,TRVG.TV,CCVV.CV
psalmisto,psalmisto,TSVRRVSTV,T.SVR.RVS.TV,C.CVC.CVC.CV
puçá,pusaː,TVSV,TV.SV,CV.CV
pusá,puzaː,TVSV,TV.SV,CV.CV
púchi,puːt̠ʃi,TVTV,TV.TV,CV.CV
punhá,puɲaː,TVRV,TV.RV,CV.CV
puridade,puɾidade,TVRVTVTV,TV.RV.TV.TV,CV.CV.CV.CV
purificando,puɾifikando,TVRVTVTVRTV,TV.RV.TV.TVR.TV,CV.CV.CV.CVC.CV
purismo,puɾizmo,TVRVSRV,TV.RVS.RV,CV.CVC.CV
quadrilla,kuadɾila,TVVTRVRV,TV.V.TRV.RV,CV.V.CCV.CV
quártrimo,kuaːɾtɾimo,TVVRTRVRV,TV.VR.TRV.RV,CV.VC.CCV.CV
quátor,kuaːtoɾ,TVVTVR,TV.V.TVR,CV.V.CVC
quebrentá,kebɾentaː,TVTRVRTV,TV.TRVR.TV,CV.CCVC.CV
quebrentação,kebɾentasaːo,TVTRVRTVSVV,TV.TRVR.TV.SV.V,CV.CCVC.CV.CV.V
quédè,keːdeː,TVTV,TV.TV,CV.CV
quadè,kuadeː,TVVTV,TV.V.TV,CV.V.CV
quehora,keoɾa,TVVRV,TV.V.RV,CV.V.CV
quehoraseja,keoɾazed̠ʒa,TVVRVSVTV,TV.V.RV.SV.TV,CV.V.CV.CV.CV
quelai,kelai,TVRVV,TV.RV.V,CV.CV.V
quilai,kilai,TVRVV,TV.RV.V,CV.CV.V
quilei,kilei,TVRVG,TV.RVG,CV.CVV
quelai,kelai,TVRVV,TV.RV.V,CV.CV.V
quem,kem,TVR,TVR,CVC
quemsu,kemsu,TVRSV,TVR.SV,CVC.CV
quemá,kemaː,TVRV,TV.RV,CV.CV
quimà,kimaː,TVRV,TV.RV,CV.CV
quemadura,kemaduɾa,TVRVTVRV,TV.RV.TV.RV,CV.CV.CV.CV
quemodo,kemodo,TVRVTV,TV.RV.TV,CV.CV.CV
quenhão,keɲaːo,TVRVV,TV.RV.V,CV.CV.V
quinha,kiɲa,TVRV,TV.RV,CV.CV
quentá,kentaː,TVRTV,TVR.TV,CVC.CV
quentura,kentuɾa,TVRTVRV,TVR.TV.RV,CVC.CV.CV
querré,kereː,TVRV,TV.RV,CV.CV
querrendo,kerendo,TVRVRTV,TV.RVR.TV,CV.CVC.CV
querendomente,keɾendomente,TVRVRTVRVRTV,TV.RVR.TV.RVR.TV,CV.CVC.CV.CVC.CV
querandomente,keɾandomente,TVRVRTVRVRTV,TV.RVR.TV.RVR.TV,CV.CVC.CV.CVC.CV
quizer,kizeɾ,TVSVR,TV.SVR,CV.CVC
querer,keɾeɾ,TVRVR,TV.RVR,CV.CVC
queria,keɾia,TVRVV,TV.RV.V,CV.CV.V
querria,keria,TVRVV,TV.RV.V,CV.CV.V
querioso,keɾiozo,TVRVVSV,TV.RV.V.SV,CV.CV.V.CV
quèssa,keːsa,TVSV,TV.SV,CV.CV
quesa,keza,TVSV,TV.SV,CV.CV
quessá,kesaː,TVSV,TV.SV,CV.CV
quessador,kesadoɾ,TVSVTVR,TV.SV.TVR,CV.CV.CVC
quetanto,ketanto,TVTVRTV,TV.TVR.TV,CV.CVC.CV
qutanto,kutanto,TVTVRTV,TV.TVR.TV,CV.CVC.CV
quifoi,kifoj,TVTVR,TV.TVR,CV.CVC
quindé,kindeː,TVRTV,TVR.TV,CVC.CV
quindi,kindi,TVRTV,TVR.TV,CVC.CV
quinhador,kiɲadoɾ,TVRVTVR,TV.RV.TVR,CV.CV.CVC
quorenta,kuoɾenta,TVVRVRTV,TV.V.RVR.TV,CV.V.CVC.CV
rabana,rabana,RVTVRV,RV.TV.RV,CV.CV.CV
rabánè,rabaːneː,RVTVRV,RV.TV.RV,CV.CV.CV
rabentá,rabentaː,RVTVRTV,RV.TVR.TV,CV.CVC.CV
rafiná,rafinaː,RVTVRV,RV.TV.RV,CV.CV.CV
rai,rai,RVV,RV.V,CV.V
raiva,raiʋa,RVVTV,RV.V.TV,CV.V.CV
raivè,raiʋeː,RVVTV,RV.V.TV,CV.V.CV
raibè,raibeː,RVVTV,RV.V.TV,CV.V.CV
ramesindo,ramezindo,RVRVSVRTV,RV.RV.SVR.TV,CV.CV.CVC.CV
ramo,ramo,RVRV,RV.RV,CV.CV
ramucé,ramuseː,RVRVSV,RV.RV.SV,CV.CV.CV
rancá,rankaː,RVRTV,RVR.TV,CVC.CV
ranchá,rant̠ʃaː,RVRTV,RVR.TV,CVC.CV
rancho,rant̠ʃo,RVRTV,RVR.TV,CVC.CV
rapicá,rapikaː,RVTVTV,RV.TV.TV,CV.CV.CV
rastá,rastaː,RVSTV,RVS.TV,CVC.CV
rastià,rastiaː,RVSTVV,RVS.TV.V,CVC.CV.V
rátel,raːtel,RVTVR,RV.TVR,CV.CVC
ratinha,ratiɲa,RVTVRV,RV.TV.RV,CV.CV.CV
rebeldo,rebeldo,RVTVRTV,RV.TVR.TV,CV.CVC.CV
rebellador,rebeladoɾ,RVTVRVTVR,RV.TV.RV.TVR,CV.CV.CV.CVC
rebelloso,rebelozo,RVTVRVSV,RV.TV.RV.SV,CV.CV.CV.CV
recadá,rekadaː,RVTVTV,RV.TV.TV,CV.CV.CV
recia,resia,RVSVV,RV.SV.V,CV.CV.V
reciá,resiaː,RVSVV,RV.SV.V,CV.CV.V
recompensão,rekompensaːo,RVTVRTVRSVV,RV.TVR.TVR.SV.V,CV.CVC.CVC.CV.V
redá,redaː,RVTV,RV.TV,CV.CV
redimé,redimeː,RVTVRV,RV.TV.RV,CV.CV.CV
redemé,redemeː,RVTVRV,RV.TV.RV,CV.CV.CV
redundo,redundo,RVTVRTV,RV.TVR.TV,CV.CVC.CV
refença,refensa,RVTVRSV,RV.TVR.SV,CV.CVC.CV
refencia,refensia,RVTVRSVV,RV.TVR.SV.V,CV.CVC.CV.V
refencioso,refensiozo,RVTVRSVVSV,RV.TVR.SV.V.SV,CV.CVC.CV.V.CV
refrescação,refɾeskasaːo,RVTRVSTVSVV,RV.TRVS.TV.SV.V,CV.CCVC.CV.CV.V
refrigeiro,refɾid̠ʒeiɾo,RVTRVTVGRV,RV.TRV.TVG.RV,CV.CCV.CVV.CV
refujo,refud̠ʒo,RVTVTV,RV.TV.TV,CV.CV.CV
regáchi,regaːt̠ʃi,RVTVTV,RV.TV.TV,CV.CV.CV
règuel,reːgel,RVTVR,RV.TVR,CV.CVC
régiment,reːd̠ʒiment,RVTVRVRT,RV.TV.RVR.T,CV.CV.CVC.C
registração,red̠ʒistɾasaːo,RVTVSTRVSVV,RV.TVS.TRV.SV.V,CV.CVC.CCV.CV.V
regná,regnaː,RVTRV,RV.TRV,CV.CCV
regolá,regolaː,RVTVRV,RV.TV.RV,CV.CV.CV
rejectá,red̠ʒektaː,RVTVTTV,RV.TV.T.TV,CV.CV.C.CV
rejeitamento,red̠ʒeitamento,RVTVGTVRVRTV,RV.TVG.TV.RVR.TV,CV.CVV.CV.CVC.CV
relijão,relid̠ʒaːo,RVRVTVV,RV.RV.TV.V,CV.CV.CV.V
religio,relid̠ʒio,RVRVTVV,RV.RV.TV.V,CV.CV.CV.V
reliji,relid̠ʒi,RVRVTV,RV.RV.TV,CV.CV.CV
relizè,relizeː,RVRVSV,RV.RV.SV,CV.CV.CV
relézi,releːzi,RVRVSV,RV.RV.SV,CV.CV.CV
relijoso,relid̠ʒozo,RVRVTVSV,RV.RV.TV.SV,CV.CV.CV.CV
remèdi,remeːdi,RVRVTV,RV.RV.TV,CV.CV.CV
remédè,remeːdeː,RVRVTV,RV.RV.TV,CV.CV.CV
remedio,remedio,RVRVTVV,RV.RV.TV.V,CV.CV.CV.V
rempido,rempido,RVRTVTV,RVR.TV.TV,CVC.CV.CV
rendá,rendaː,RVRTV,RVR.TV,CVC.CV
rendaro,rendaɾo,RVRTVRV,RVR.TV.RV,CVC.CV.CV
repagá,repagaː,RVTVTV,RV.TV.TV,CV.CV.CV
repário,repaːɾio,RVTVRVV,RV.TV.RV.V,CV.CV.CV.V
repartição,repaɾtisaːo,RVTVRTVSVV,RV.TVR.TV.SV.V,CV.CVC.CV.CV.V
rependê,rependeː,RVTVRTV,RV.TVR.TV,CV.CVC.CV
rependimento,rependimento,RVTVRTVRVRTV,RV.TVR.TV.RVR.TV,CV.CVC.CV.CVC.CV
repentá,repentaː,RVTVRTV,RV.TVR.TV,CV.CVC.CV
repentação,repentasaːo,RVTVRTVSVV,RV.TVR.TV.SV.V,CV.CVC.CV.CV.V
repostá,repostaː,RVTVSTV,RV.TVS.TV,CV.CVC.CV
reprende,repɾende,RVTRVRTV,RV.TRVR.TV,CV.CCVC.CV
reprensão,repɾensaːo,RVTRVRSVV,RV.TRVR.SV.V,CV.CCVC.CV.V
reprová,repɾoʋaː,RVTRVTV,RV.TRV.TV,CV.CCV.CV
reptiles,reptiles,RVTTVRVS,RV.T.TV.RVS,CV.C.CV.CVC
reptils,reptils,RVTTVRS,RV.T.TVRS,CV.C.CVCC
requedá,rekedaː,RVTVTV,RV.TV.TV,CV.CV.CV
requedação,rekedasaːo,RVTVTVSVV,RV.TV.TV.SV.V,CV.CV.CV.CV.V
requéza,rekeːza,RVTVSV,RV.TV.SV,CV.CV.CV
requirivel,rekiɾiʋel,RVTVRVTVR,RV.TV.RV.TVR,CV.CV.CV.CVC
resgueto,rezgeto,RVSTVTV,RVS.TV.TV,CVC.CV.CV
resolvá,rezolʋaː,RVSVRTV,RV.SVR.TV,CV.CVC.CV
respeitado,respeitado,RVSTVGTVTV,RVS.TVG.TV.TV,CVC.CVV.CV.CV
respéto,respeːto,RVSTVTV,RVS.TV.TV,CVC.CV.CV
resplandente,resplandente,RVSTRVRTVRTV,RVS.TRVR.TVR.TV,CVC.CCVC.CVC.CV
resplandoso,resplandozo,RVSTRVRTVSV,RVS.TRVR.TV.SV,CVC.CCVC.CV.CV
responsibilidade,responsibilidade,RVSTVRSVTVRVTVTV,RVS.TVR.SV.TV.RV.TV.TV,CVC.CVC.CV.CV.CV.CV.CV
restanto,restanto,RVSTVRTV,RVS.TVR.TV,CVC.CVC.CV
restorá,restoɾaː,RVSTVRV,RVS.TV.RV,CVC.CV.CV
restoração,restoɾasaːo,RVSTVRVSVV,RVS.TV.RV.SV.V,CVC.CV.CV.CV.V
retorná,retoɾnaː,RVTVRRV,RV.TVR.RV,CV.CVC.CV
retórna,retoːɾna,RVTVRRV,RV.TVR.RV,CV.CVC.CV
revereno,reʋeɾeno,RVTVRVRV,RV.TV.RVRV,CV.CV.CVCV
rexinol,reʃinol,RVTVRVR,RV.TV.RVR,CV.CV.CVC
rezão,rezaːo,RVSVV,RV.SV.V,CV.CV.V
rezan,rezan,RVSVR,RV.SVR,CV.CVC
rezonavel,rezonaʋel,RVSVRVTVR,RV.SV.RV.TVR,CV.CV.CV.CVC
revolá,reʋolaː,RVTVRV,RV.TV.RV,CV.CV.CV
rheumatism,reumatizm,RVGRVTVSR,RVG.RV.TVS.R,CVV.CV.CVC.C
riba,riba,RVTV,RV.TV,CV.CV
ribè,ribeː,RVTV,RV.TV,CV.CV
richo,rit̠ʃo,RVTV,RV.TV,CV.CV
riqueiro,rikeiɾo,RVTVGRV,RV.TVG.RV,CV.CVV.CV
riscá,riskaː,RVSTV,RVS.TV,CVC.CV
riu,riu,RVV,RV.V,CV.V
rodiá,rodiaː,RVTVV,RV.TV.V,CV.CV.V
róga,roːga,RVTV,RV.TV,CV.CV
roido,rojdo,RVRTV,RVR.TV,CVC.CV
róla,roːla,RVRV,RV.RV,CV.CV
rompá,rompaː,RVRTV,RVR.TV,CVC.CV
ronchà,ront̠ʃaː,RVRTV,RVR.TV,CVC.CV
rondade,rondade,RVRTVTV,RVR.TV.TV,CVC.CV.CV
rosairo,rozaiɾo,RVSVVRV,RV.SV.V.RV,CV.CV.V.CV
rostè,rosteː,RVSTV,RVS.TV,CVC.CV
rota,rota,RVTV,RV.TV,CV.CV
rotados,rotados,RVTVTVS,RV.TV.TVS,CV.CV.CVC
rubá,rubaː,RVTV,RV.TV,CV.CV
rubador,rubadoɾ,RVTVTVR,RV.TV.TVR,CV.CV.CVC
rubação,rubasaːo,RVTVSVV,RV.TV.SV.V,CV.CV.CV.V
rudela,rudela,RVTVRV,RV.TV.RV,CV.CV.CV
ruino,ruino,RVVRV,RV.V.RV,CV.V.CV
ruvína,ruʋiːna,RVTVRV,RV.TV.RV,CV.CV.CV
ruvinação,ruʋinasaːo,RVTVRVSVV,RV.TV.RV.SV.V,CV.CV.CV.CV.V
ruiná,ruinaː,RVVRV,RV.V.RV,CV.V.CV
ruviná,ruʋinaː,RVTVRV,RV.TV.RV,CV.CV.CV
rule,rule,RVRV,RV.RV,CV.CV
rumpé,rumpeː,RVRTV,RVR.TV,CVC.CV
ruva,ruʋa,RVTV,RV.TV,CV.CV
saberoso,sabeɾozo,SVTVRVSV,SV.TV.RV.SV,CV.CV.CV.CV
sabaroso,sabaɾozo,SVTVRVSV,SV.TV.RV.SV,CV.CV.CV.CV
sabroso,sabɾozo,SVTRVSV,SV.TRV.SV,CV.CCV.CV
saco,sako,SVTV,SV.TV,CV.CV
sacrifiço,sakɾifiso,SVTRVTVSV,SV.TRV.TV.SV,CV.CCV.CV.CV
sagovate,sagoʋate,SVTVTVTV,SV.TV.TV.TV,CV.CV.CV.CV
sagoate,sagoate,SVTVVTV,SV.TV.V.TV,CV.CV.V.CV
sahinho,saiɲo,SVVRV,SV.V.RV,CV.V.CV
salutá,salutaː,SVRVTV,SV.RV.TV,CV.CV.CV
salutação,salutasaːo,SVRVTVSVV,SV.RV.TV.SV.V,CV.CV.CV.CV.V
sandê,sandeː,SVRTV,SVR.TV,CVC.CV
sandà,sandaː,SVRTV,SVR.TV,CVC.CV
santá,santaː,SVRTV,SVR.TV,CVC.CV
santildade,santildade,SVRTVRTVTV,SVR.TVR.TV.TV,CVC.CVC.CV.CV
sápier,saːpieɾ,SVTVVR,SV.TV.VR,CV.CV.VC
séper,seːpeɾ,SVTVR,SV.TVR,CV.CVC
sapteiro,sapteiɾo,SVTTVGRV,SV.T.TVG.RV,CV.C.CVV.CV
sará,saɾaː,SVRV,SV.RV,CV.CV
sarado,saɾado,SVRVTV,SV.RV.TV,CV.CV.CV
sariants,saɾiants,SVRVVRTS,SV.RV.VR.TS,CV.CV.VC.CC
sastra,sastɾa,SVSTRV,SVS.TRV,CVC.CCV
satisfazido,satisfazido,SVTVSTVSVTV,SV.TVS.TV.SV.TV,CV.CVC.CV.CV.CV
satisfeitomente,satisfeitomente,SVTVSTVGTVRVRTV,SV.TVS.TVG.TV.RVR.TV,CV.CVC.CVV.CV.CVC.CV
saude,saude,SVGTV,SVG.TV,CVV.CV
saode,saode,SVVTV,SV.V.TV,CV.V.CV
savôdi,saʋoːdi,SVTVTV,SV.TV.TV,CV.CV.CV
saudição,saudisaːo,SVGTVSVV,SVG.TV.SV.V,CVV.CV.CV.V
saúdo,sauːdo,SVGTV,SVG.TV,CVV.CV
saudo dia,saudo dia,SVGTV TVV,SVG.TV TV.V,CVV.CV CV.V
sayão,sajaːo,SVRVV,SV.RV.V,CV.CV.V
sayán,sajaːn,SVRVR,SV.RVR,CV.CVC
secado,sekado,SVTVTV,SV.TV.TV,CV.CV.CV
